trial	Category	Subcategory	tarnb	Example	tarloc	tarname	dist1name	dist2name	exemplar1	exemplar2	exemplar3	exemplar4	exemplar5	exemplar6	Task
1	Butterflies	AfricanGrassBlue	1	1	1	AfricanGrassBlue_1.bmp	AllardsBlue_1.bmp	AtlasBlue_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Same
2	Butterflies	AlpineArgus	2	1	3	AlpineArgus_1.bmp	Pine_1.bmp	SpringAzure_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Same
3	Butterflies	AmericanCopper	3	1	2	AmericanCopper_1.bmp	Cardinal_1.bmp	Aphrodite_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Same
4	Butterflies	CabbageWhite	4	1	2	CabbageWhite_1.bmp	Dryad_2.bmp	Dogface_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Same
5	Butterflies	PipevineSwallowtail	5	1	1	PipevineSwallowtail_1.bmp	PiedmontRinglet_2.bmp	RedAdmiral_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Same
6	Butterflies	SpicebushSwallowtail	6	1	1	SpicebushSwallowtail_1.bmp	EasternBlackSwallowtail_1.bmp	SilverSpottedSkipper_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Same
7	Butterflies	AfricanGrassBlue	1	1	1	AfricanGrassBlue_1.bmp	AllardsBlue_2.bmp	OrangeSulphur_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Same
8	Butterflies	AlpineArgus	2	1	2	AlpineArgus_1.bmp	AllardsBlue_1.bmp	PoplarAdmiral_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Same
9	Butterflies	AmericanCopper	3	1	3	AmericanCopper_1.bmp	GulfFritillary_1.bmp	LatticeBrown_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Same
10	Butterflies	CabbageWhite	4	1	2	CabbageWhite_1.bmp	MoorlandCloudedYellow_1.bmp	PiedmontRinglet_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Same
11	Butterflies	PipevineSwallowtail	5	1	2	PipevineSwallowtail_1.bmp	EasternBlackSwallowtail_1.bmp	GreatSpangledFritillary_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Same
12	Butterflies	SpicebushSwallowtail	6	1	1	SpicebushSwallowtail_1.bmp	EasternBlackSwallowtail_2.bmp	GiantSwallowtail_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Same
13	Butterflies	AfricanGrassBlue	1	3	2	AfricanGrassBlue_3.bmp	Apollo_2.bmp	GulfFritillary_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
14	Butterflies	AlpineArgus	2	2	2	AlpineArgus_2.bmp	SpringAzure_2.bmp	GrayHairstreak_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
15	Butterflies	AmericanCopper	3	2	3	AmericanCopper_2.bmp	GreatSpangledFritillary_1.bmp	Cardinal_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
16	Butterflies	CabbageWhite	4	4	1	CabbageWhite_4.bmp	Cleopatra_1.bmp	Dryad_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
17	Butterflies	AmericanCopper	3	3	1	AmericanCopper_3.bmp	GreenComma_2.bmp	Aphrodite_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
18	Butterflies	AlpineArgus	2	3	2	AlpineArgus_3.bmp	MoroccanWallBrown_1.bmp	TailedBlue_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
19	Butterflies	AfricanGrassBlue	1	2	3	AfricanGrassBlue_2.bmp	AtlasBlue_1.bmp	AllardsBlue_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
20	Butterflies	SpicebushSwallowtail	6	2	1	SpicebushSwallowtail_2.bmp	SilverSpottedSkipper_1.bmp	EasternBlackSwallowtail_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
21	Butterflies	PipevineSwallowtail	5	4	3	PipevineSwallowtail_4.bmp	BaltimoreCheckerspot_1.bmp	BaltimoreCheckerspot_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
22	Butterflies	SpicebushSwallowtail	6	4	2	SpicebushSwallowtail_4.bmp	RedSpottedPurple_1.bmp	GiantSwallowtail_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
23	Butterflies	PipevineSwallowtail	5	3	3	PipevineSwallowtail_3.bmp	PiedmontRinglet_1.bmp	CamberwellBeauty_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
24	Butterflies	CabbageWhite	4	3	2	CabbageWhite_3.bmp	CloudlessSulphur_2.bmp	Cleopatra_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
25	Butterflies	AmericanCopper	3	4	1	AmericanCopper_4.bmp	GreatSpangledFritillary_2.bmp	GreenComma_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
26	Butterflies	CabbageWhite	4	2	3	CabbageWhite_2.bmp	OrangeSulphur_1.bmp	CloudlessSulphur_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
27	Butterflies	AfricanGrassBlue	1	4	2	AfricanGrassBlue_4.bmp	TailedBlue_2.bmp	Apollo_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
28	Butterflies	PipevineSwallowtail	5	2	2	PipevineSwallowtail_2.bmp	RedAdmiral_1.bmp	PoplarAdmiral_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
29	Butterflies	AlpineArgus	2	4	1	AlpineArgus_4.bmp	OrangeSulphur_2.bmp	MoorlandCloudedYellow_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
30	Butterflies	SpicebushSwallowtail	6	3	2	SpicebushSwallowtail_3.bmp	GiantSwallowtail_1.bmp	TailedBlue_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
31	Butterflies	AfricanGrassBlue	1	3	1	AfricanGrassBlue_3.bmp	AtlasBlue_1.bmp	SpringAzure_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
32	Butterflies	AlpineArgus	2	2	2	AlpineArgus_2.bmp	RedAdmiral_2.bmp	MoorlandCloudedYellow_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
33	Butterflies	AmericanCopper	3	2	3	AmericanCopper_2.bmp	Aphrodite_1.bmp	Aphrodite_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
34	Butterflies	CabbageWhite	4	4	2	CabbageWhite_4.bmp	Cleopatra_2.bmp	Dogface_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
35	Butterflies	AmericanCopper	3	3	1	AmericanCopper_3.bmp	MoroccanWallBrown_1.bmp	GulfFritillary_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
36	Butterflies	AlpineArgus	2	3	1	AlpineArgus_3.bmp	CloudlessSulphur_1.bmp	GulfFritillary_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
37	Butterflies	AfricanGrassBlue	1	2	2	AfricanGrassBlue_2.bmp	AtlasBlue_2.bmp	Pine_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
38	Butterflies	SpicebushSwallowtail	6	2	2	SpicebushSwallowtail_2.bmp	CamberwellBeauty_2.bmp	SilverSpottedSkipper_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
39	Butterflies	PipevineSwallowtail	5	4	3	PipevineSwallowtail_4.bmp	GrayHairstreak_1.bmp	GreenComma_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
40	Butterflies	SpicebushSwallowtail	6	4	1	SpicebushSwallowtail_4.bmp	GiantSwallowtail_1.bmp	PiedmontRinglet_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
41	Butterflies	PipevineSwallowtail	5	3	1	PipevineSwallowtail_3.bmp	GreenComma_1.bmp	PiedmontRinglet_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
42	Butterflies	CabbageWhite	4	3	2	CabbageWhite_3.bmp	Cleopatra_1.bmp	CloudedSulphur_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
43	Butterflies	AmericanCopper	3	4	3	AmericanCopper_4.bmp	Apollo_1.bmp	BaltimoreCheckerspot_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
44	Butterflies	CabbageWhite	4	2	1	CabbageWhite_2.bmp	SpringAzure_1.bmp	TailedBlue_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
45	Butterflies	AfricanGrassBlue	1	4	2	AfricanGrassBlue_4.bmp	Apollo_2.bmp	RedAdmiral_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
46	Butterflies	PipevineSwallowtail	5	2	3	PipevineSwallowtail_2.bmp	RedSpottedPurple_1.bmp	SilverSpottedSkipper_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
47	Butterflies	AlpineArgus	2	4	3	AlpineArgus_4.bmp	Cardinal_1.bmp	Cardinal_2.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
48	Butterflies	SpicebushSwallowtail	6	3	2	SpicebushSwallowtail_3.bmp	BaltimoreCheckerspot_1.bmp	GreatSpangledFritillary_1.bmp	AfricanGrassBlue_1.bmp	AlpineArgus_1.bmp	AmericanCopper_1.bmp	CabbageWhite_1.bmp	PipevineSwallowtail_1.bmp	SpicebushSwallowtail_1.bmp	Different
49	Cars	AcuraRL	1	1	1	AcuraRL05_1.bmp	AcuraTSX08_2.bmp	MitsubishiGalant08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Same
50	Cars	AudiA4	2	1	3	AudiA406_1.bmp	HyundaiAzera06.bmp	HyundaiAzera07.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Same
51	Cars	BMW3coupe	3	1	2	BMW3coupe07_1.bmp	BMW5series07_1.bmp	BuickLacrosse05_1.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Same
52	Cars	ChevroletCobalt	4	1	2	ChevroletCobalt06_1.bmp	ChevroletImpala08_2.bmp	InfinitiM08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Same
53	Cars	HondaAccord	5	1	1	HondaAccord07_1.bmp	HondaCivic07.bmp	HondaCivic08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Same
54	Cars	LincolnMKS	6	1	1	LincolnMKS08_1.bmp	FordTaurus08.bmp	LincolnMKZ07.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Same
55	Cars	AcuraRL	1	1	1	AcuraRL05_1.bmp	FordFocus05flip_1.bmp	InfinitiG3508.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Same
56	Cars	AudiA4	2	1	2	AudiA406_1.bmp	SaturnAura07.bmp	AcuraTSX08_2.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Same
57	Cars	BMW3coupe	3	1	3	BMW3coupe07_1.bmp	DodgeAvenger08_2.bmp	HyundaiSonata06.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Same
58	Cars	ChevroletCobalt	4	1	2	ChevroletCobalt06_1.bmp	ChevroletMalibu07_1.bmp	HyundaiAzera06.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Same
59	Cars	HondaAccord	5	1	2	HondaAccord07_1.bmp	VolvoS8008.bmp	SuzukiSX408.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Same
60	Cars	LincolnMKS	6	1	1	LincolnMKS08_1.bmp	Corolla09.bmp	MercedesE-Class08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Same
61	Cars	AcuraRL	1	3	2	AcuraRL09_3.bmp	InfinitiG3508.bmp	NissanAltima08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
62	Cars	AudiA4	2	2	2	AudiA408_2.bmp	ChryslerSebrinJR4104.bmp	ChryslerSebring09_3.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
63	Cars	BMW3coupe	3	2	3	BMW3coupe08_2.bmp	BMW5series08_2.bmp	PontiacGrandPrix06.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
64	Cars	ChevroletCobalt	4	4	1	ChevroletCobalt09_4.bmp	ChevroletMalibu07_1.bmp	DodgeAvenger06_1.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
65	Cars	BMW3coupe	3	3	1	BMW3Coupe09_3.bmp	LexusIS05.bmp	SuzukiSX408.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
66	Cars	AudiA4	2	3	2	AudiA409_3.bmp	ChryslerSebring06_1.bmp	ChryslerSebring08_2.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
67	Cars	AcuraRL	1	2	3	AcuraRL06_2.bmp	BuickLacrosse08_2.bmp	HyundaiSonata06.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
68	Cars	LincolnMKS	6	2	1	LincolnMKS09_2.bmp	CheveroletCavalier03.bmp	MercuryMilan10.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
69	Cars	HondaAccord	5	4	3	HondaAccord09_4.bmp	HondaCivic.bmp	MercuryMilan06_2.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
70	Cars	LincolnMKS	6	4	2	LincolnMKS09_4.bmp	VolkswagenPassat08.bmp	LexusLS43008.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
71	Cars	HondaAccord	5	3	3	HondaAccord09_3.bmp	ChevroletMalibu08_2.bmp	MercuryMilan06.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
72	Cars	ChevroletCobalt	4	3	2	ChevroletCobalt09_3.bmp	FordFocus05_1.bmp	LexusIS08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
73	Cars	BMW3coupe	3	4	1	BMW3Coupe09_4.bmp	InfinitiM07.bmp	VolvoS8008.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
74	Cars	ChevroletCobalt	4	2	3	ChevroletCobalt08_2.bmp	DodgeAvenger08_2.bmp	PontiacG808.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
75	Cars	AcuraRL	1	4	2	AcuraRL09_4.bmp	InfinitiG3507.bmp	LexusGS08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
76	Cars	HondaAccord	5	2	2	HondaAccord08_2.bmp	CadillacCTS07_1.bmp	HyundaiSonata08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
77	Cars	AudiA4	2	4	1	AudiA409_4.bmp	NissanMaxima06.bmp	CheveroletCavalier03.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
78	Cars	LincolnMKS	6	3	1	LincolnMKS09_3.bmp	MercuryMilan08.bmp	Chrysler30008_2.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
79	Cars	AcuraRL	1	3	1	AcuraRL09_3.bmp	BMW5series07_1.bmp	BuickLacrosse05_1.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
80	Cars	AudiA4	2	2	2	AudiA408_2.bmp	BMW5series08_2.bmp	InfinitiM08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
81	Cars	BMW3coupe	3	2	3	BMW3coupe08_2.bmp	Chrysler30008_2.bmp	LexusIS05.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
82	Cars	ChevroletCobalt	4	4	2	ChevroletCobalt09_4.bmp	LexusIS08.bmp	MitsubishiGalant08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
83	Cars	BMW3coupe	3	3	2	BMW3Coupe09_3.bmp	BuickLacrosse08_2.bmp	HondaCivic.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
84	Cars	AudiA4	2	3	1	AudiA409_3.bmp	MercuryMilan06_2.bmp	MercuryMilan06.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
85	Cars	AcuraRL	1	2	2	AcuraRL06_2.bmp	FordTaurus08.bmp	HyundaiSonata08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
86	Cars	LincolnMKS	6	2	2	LincolnMKS09_2.bmp	VolkswagenPassat08.bmp	NissanAltima08.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
87	Cars	HondaAccord	5	4	3	HondaAccord09_4.bmp	ChryslerSebring08_2.bmp	ChryslerSebring09_3.bmp	AcuraRL05_1.bmp	AudiA406_1.bmp	BMW3coupe07_1.bmp	ChevroletCobalt06_1.bmp	HondaAccord07_1.bmp	LincolnMKS08_1.bmp	Different
